"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"1085","Mirafra africana","Passeriformes","Passeriformes","Alaudidae","Larks",45.03,0,0,80,20,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1086","Mirafra rufocinnamomea","Passeriformes","Passeriformes","Alaudidae","Larks",26.29,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1087","Mitrephanes olivaceus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",10,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1088","Mniotilta varia","Passeriformes","Passeriformes","Parulidae","New World warblers",10.9,0,0,0,20,60,20,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1089","Mohoua albicilla","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",17.63,0,0,20,30,50,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1090","Mohoua ochrocephala","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",27.69,0,0,0,50,50,0,0,0,"Invertebrate",60,0,0,0,0,0,20,20,0,0
"1091","Molothrus ater","Passeriformes","Passeriformes","Icteridae","New World blackbirds",40.26,0,0,80,10,10,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"1092","Molothrus bonariensis","Passeriformes","Passeriformes","Icteridae","New World blackbirds",41.49,0,0,100,0,0,0,0,0,"Invertebrate",70,0,0,0,0,0,0,0,30,0
"1093","Molothrus rufoaxillaris","Passeriformes","Passeriformes","Icteridae","New World blackbirds",47.5,0,0,90,10,0,0,0,0,"PlantSeed",30,0,0,0,0,0,10,0,60,0
"1094","Momotus momota","Nonpasseriformes","Coraciiformes","Momotidae","Motmots",114.96,0,0,30,30,30,10,0,0,"Omnivore",50,10,10,0,0,0,30,0,0,0
"1095","Monarcha chrysomela","Passeriformes","Passeriformes","Monarchidae","Monarchs",15.6,0,0,0,20,40,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1096","Monarcha guttula","Passeriformes","Passeriformes","Monarchidae","Monarchs",16.4,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1097","Monarcha manadensis","Passeriformes","Passeriformes","Monarchidae","Monarchs",22.5,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1098","Monarcha melanopsis","Passeriformes","Passeriformes","Monarchidae","Monarchs",22.7,0,0,0,70,30,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1099","Monarcha trivirgatus","Passeriformes","Passeriformes","Monarchidae","Monarchs",12.7,0,0,0,20,60,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1100","Monasa morphoeus","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",87.9,0,0,33,33,33,0,0,0,"Invertebrate",80,0,10,0,0,0,10,0,0,0
"1101","Monasa nigrifrons","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",80.7,0,0,40,40,20,0,0,0,"Invertebrate",70,0,30,0,0,0,0,0,0,0
"1102","Monticola rufocinereus","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",24,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1103","Monticola saxatilis","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",50.3,0,0,100,0,0,0,0,0,"Invertebrate",80,0,10,0,0,0,10,0,0,0
"1104","Motacilla alba","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",23.93,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1105","Motacilla cinerea","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",17.15,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1106","Motacilla clara","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",17.9,0,0,100,0,0,0,0,0,"Invertebrate",80,0,10,10,0,0,0,0,0,0
"1107","Motacilla flava","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",17.68,0,0,100,0,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,10,10
"1108","Muscicapa adusta","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",10.4,0,0,0,33,33,33,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1109","Muscicapa caerulescens","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",17.6,0,0,0,0,80,20,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1110","Muscicapa infuscata","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",17.7,0,0,0,0,60,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1111","Muscicapa striata","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",15.9,0,0,60,40,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1112","Muscisaxicola maculirostris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",14.2,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1113","Myadestes occidentalis","Passeriformes","Passeriformes","Turdidae","Thrushes",36.4,0,0,0,20,80,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1114","Myadestes ralloides","Passeriformes","Passeriformes","Turdidae","Thrushes",29.1,0,0,0,0,70,30,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1115","Myadestes unicolor","Passeriformes","Passeriformes","Turdidae","Thrushes",37.9,0,0,30,10,30,30,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1116","Mycteria americana","Nonpasseriformes","Ciconiiformes","Ciconiidae","Storks",2554.47,0,50,50,0,0,0,0,0,"VertFishScav",20,0,10,70,0,0,0,0,0,0
"1117","Myiagra alecto","Passeriformes","Passeriformes","Monarchidae","Monarchs",23.58,0,0,0,20,80,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1118","Myiagra caledonica","Passeriformes","Passeriformes","Monarchidae","Monarchs",10.8,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1119","Myiarchus cephalotes","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",26.25,0,0,0,50,50,0,0,0,"Invertebrate",70,0,0,0,0,0,0,0,30,0
"1120","Myiarchus cinerascens","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",28.2,0,0,0,70,30,0,0,0,"Invertebrate",70,0,10,0,0,0,20,0,0,0
"1121","Myiarchus crinitus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",32.1,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
"1122","Myiarchus ferox","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",27.5,0,0,0,80,20,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1123","Myiarchus swainsoni","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",25.1,0,0,0,100,0,0,0,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"1124","Myiarchus tuberculifer","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",17.7,0,0,0,33,33,33,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1125","Myiarchus tyrannulus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",35.45,0,0,20,80,0,0,0,0,"Invertebrate",70,0,10,0,0,0,20,0,0,0
"1126","Myiobius atricaudus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",10,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1127","Myiobius barbatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.9,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1128","Myiobius sulphureipygius","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.64,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1129","Myiobius villosus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",14.1,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1130","Myioborus melanocephalus","Passeriformes","Passeriformes","Parulidae","New World warblers",11.3,0,0,0,20,0,80,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1131","Myioborus miniatus","Passeriformes","Passeriformes","Parulidae","New World warblers",9,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1132","Myioborus pictus","Passeriformes","Passeriformes","Parulidae","New World warblers",9.79,0,0,0,100,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,20,0,0
"1133","Myiodynastes luteiventris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",46.9,0,0,0,0,0,50,50,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"1134","Myiodynastes maculatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",43.2,0,0,0,0,100,0,0,0,"Omnivore",40,0,30,0,0,0,30,0,0,0
"1135","Myiopagis caniceps","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",10.5,0,0,0,0,0,100,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1136","Myiopagis gaimardii","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",12.02,0,0,0,0,0,100,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1137","Myiopagis viridicata","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.51,0,0,0,0,50,50,0,0,"Invertebrate",60,0,0,0,0,0,20,0,20,0
"1138","Myioparus griseigularis","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",12.6,0,0,0,20,60,20,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1139","Myioparus plumbeus","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",12.8,0,0,0,0,60,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1140","Myiophobus cryptoxanthus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.8,0,0,0,100,0,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1141","Myiophobus fasciatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.9,0,0,0,100,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1142","Myiophobus flavicans","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",12.7,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1143","Myiopsitta monachus","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",120,0,0,20,20,40,20,0,0,"PlantSeed",10,0,0,0,0,0,30,0,30,30
"1144","Myiornis albiventris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",5.47,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1145","Myiornis ecaudatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",5.25,0,0,0,0,0,100,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1146","Myiotheretes fumigatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",33.4,0,0,0,10,20,20,50,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1147","Myiotriccus ornatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.9,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1148","Myiozetetes cayanensis","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",25.9,0,0,50,30,20,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1149","Myiozetetes similis","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",28,0,0,20,20,40,20,0,0,"Omnivore",40,0,10,0,0,0,40,0,10,0
"1150","Myrmeciza atrothorax","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",16.1,0,0,60,40,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1151","Myrmeciza ferruginea","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",26.1,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1152","Myrmeciza fortis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",45.94,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1153","Myrmeciza goeldii","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",42,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1154","Myrmeciza hemimelaena","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",16,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1155","Myrmeciza loricata","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",29.75,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1156","Myrmeciza melanoceps","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",38.5,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1157","Myrmeciza ruficauda","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",29.75,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1158","Myrmecocichla arnoti","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",39.6,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1159","Myrmecocichla cinnamomeiventris","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",39.8,0,0,50,0,30,20,0,0,"FruiNect",40,0,0,0,0,0,40,20,0,0
"1160","Myrmoborus leucophrys","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",21.5,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1161","Myrmoborus myotherinus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",18.8,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1162","Myrmorchilus strigilatus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",23,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1163","Myrmornis torquata","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",46.7,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1164","Myrmothera campanisona","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",47,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1165","Myrmotherula axillaris","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8.09,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1166","Myrmotherula gularis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",11.3,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1167","Myrmotherula guttata","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",11,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1168","Myrmotherula gutturalis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",9.2,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1169","Myrmotherula hauxwelli","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",10.7,0,0,40,40,20,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1170","Myrmotherula iheringi","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1171","Myrmotherula longicauda","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8.3,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1172","Myrmotherula longipennis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",9.4,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1173","Myrmotherula menetriesii","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8.6,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1174","Myrmotherula multostriata","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1175","Myrmotherula schisticolor","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",9.6,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1176","Myrmotherula unicolor","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",11.5,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1177","Myrmotherula urosticta","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",8.88,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1178","Myzomela caledonica","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",6.95,0,0,0,70,30,0,0,0,"FruiNect",20,0,0,0,0,0,0,80,0,0
"1179","Myzomela cardinalis","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",13.76,0,0,0,0,30,40,30,0,"Omnivore",40,0,0,0,0,0,0,50,0,10
"1180","Myzomela erythrocephala","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",7.79,0,0,0,0,80,20,0,0,"FruiNect",30,0,0,0,0,0,0,70,0,0
"1181","Myzomela nigrita","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",9.26,0,0,0,0,40,60,0,0,"FruiNect",40,0,0,0,0,0,10,50,0,0
"1182","Myzomela obscura","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",11.88,0,0,0,30,40,30,0,0,"FruiNect",20,0,0,0,0,0,0,80,0,0
"1183","Myzomela sanguinolenta","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",8.34,0,0,0,0,80,20,0,0,"FruiNect",10,0,0,0,0,0,10,80,0,0
"1184","Nandayus nenday","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",128,0,0,100,0,0,0,0,0,"PlantSeed",0,0,0,0,0,0,30,0,30,40
"1185","Nectarinia afra","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",11.1,0,0,0,20,40,20,20,0,"Invertebrate",60,0,0,0,0,0,0,40,0,0
"1186","Nectarinia alinae","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",12.56,0,0,0,50,50,0,0,0,"Invertebrate",60,0,0,0,0,0,0,40,0,0
"1187","Nectarinia amethystina","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",13.66,0,0,0,20,40,40,0,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1188","Nectarinia aspasia","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",9.65,0,0,0,50,50,0,0,0,"FruiNect",40,0,0,0,0,0,30,30,0,0
"1189","Nectarinia chloropygia","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.2,0,0,10,70,20,0,0,0,"Omnivore",30,0,0,0,0,0,0,30,30,10
"1190","Nectarinia cuprea","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",8.9,0,0,0,60,40,0,0,0,"FruiNect",30,0,0,0,0,0,30,40,0,0
"1191","Nectarinia cyanolaema","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",16.8,0,0,0,20,40,40,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"1192","Nectarinia famosa","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",14.36,0,0,20,50,10,0,20,0,"Omnivore",40,0,10,0,0,0,0,50,0,0
"1193","Nectarinia kilimensis","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",15.66,0,0,0,40,40,10,10,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1194","Nectarinia mediocris","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",8.19,0,0,0,40,40,10,10,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1195","Nectarinia olivacea","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",9.65,0,0,0,60,40,0,0,0,"FruiNect",40,0,0,0,0,0,30,30,0,0
"1196","Nectarinia preussi","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.8,0,0,0,0,50,50,0,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1197","Nectarinia pulchella","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",7.03,0,0,0,40,60,0,0,0,"Omnivore",30,0,0,0,0,0,0,40,0,30
"1198","Nectarinia regia","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.58,0,0,0,50,50,0,0,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1199","Nectarinia reichenowi","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",14.66,0,0,0,60,20,10,10,0,"Invertebrate",60,0,0,0,0,0,0,40,0,0
"1200","Nectarinia seimundi","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.58,0,0,0,30,40,30,0,0,"FruiNect",20,0,0,0,0,0,30,30,20,0
"1201","Nectarinia senegalensis","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",12.24,0,0,0,40,30,20,10,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1202","Nectarinia tacazze","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",14.87,0,0,0,40,50,0,10,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1203","Nectarinia venusta","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.56,0,0,0,30,30,30,10,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"1204","Nectarinia verticalis","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",14.43,0,0,0,20,20,60,0,0,"Omnivore",30,0,0,0,0,0,20,30,20,0
"1205","Nemosia pileata","Passeriformes","Passeriformes","Thraupidae","Tanagers",16,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1206","Neochmia temporalis","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",11.4,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1207","Neocichla gutturalis","Passeriformes","Passeriformes","Sturnidae","Starlings",66.7,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
"1208","Neocossyphus poensis","Passeriformes","Passeriformes","Turdidae","Thrushes",51.78,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1209","Neocossyphus rufus","Passeriformes","Passeriformes","Turdidae","Thrushes",65.9,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1210","Neoctantes niger","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",32,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1211","Neolalage banksiana","Passeriformes","Passeriformes","Monarchidae","Monarchs",16.79,0,0,0,0,80,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1212","Neopelma pallescens","Passeriformes","Passeriformes","Pipridae","Manakins",18.2,0,0,0,50,50,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1213","Neothraupis fasciata","Passeriformes","Passeriformes","Thraupidae","Tanagers",26.8,0,0,60,20,20,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1214","Nicator chloris","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",46.1,0,0,10,10,80,0,0,0,"Invertebrate",60,0,20,0,0,0,10,0,10,0
"1215","Nicator gularis","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",45.58,0,0,20,30,30,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1216","Nigrita bicolor","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",10.5,0,0,25,25,25,25,0,0,"Omnivore",40,0,10,0,0,0,20,10,10,10
"1217","Nigrita canicapillus","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",18.7,0,0,0,33,33,33,0,0,"Omnivore",50,0,0,0,0,0,20,10,20,0
"1218","Nilaus afer","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",19.06,0,0,0,0,70,30,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1219","Ninox novaeseelandiae","Nonpasseriformes","Strigiformes","Strigidae","Owls",183.37,0,0,30,20,20,20,10,0,"Invertebrate",70,20,10,0,0,0,0,0,0,0
"1220","Ninox philippensis","Nonpasseriformes","Strigiformes","Strigidae","Owls",127.89,0,0,70,20,10,0,0,0,"Omnivore",50,50,0,0,0,0,0,0,0,0
"1221","Nonnula brunnea","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",14.5,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1222","Nonnula rubecula","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",18.4,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1223","Nonnula ruficapilla","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",22,0,0,33,33,33,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1224","Notharchus tectus","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",26.8,0,0,0,20,20,60,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1225","Nothocercus nigrocapillus","Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",586,0,0,100,0,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1226","Notiomystis cincta","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",93.37,0,0,0,60,20,20,0,0,"FruiNect",30,0,0,0,0,0,30,40,0,0
"1227","Numida meleagris","Nonpasseriformes","Galliformes","Numididae","Guineafowl",1299,0,0,100,0,0,0,0,0,"PlantSeed",30,0,0,0,0,0,10,0,20,40
"1228","Nyctibius aethereus","Nonpasseriformes","Caprimulgiformes","Nyctibiidae","Potoos",440.45,0,0,0,0,80,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1229","Nyctibius bracteatus","Nonpasseriformes","Caprimulgiformes","Nyctibiidae","Potoos",51.65,0,0,0,10,70,10,10,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
