"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"1634","Saltator atricollis","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",53.8,0,0,60,20,20,0,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1635","Saltator aurantiirostris","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",41.89,0,0,0,90,10,0,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1636","Saltator coerulescens","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",54.9,0,0,0,70,30,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1637","Saltator grossus","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",44.2,0,0,0,0,20,80,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1638","Saltator maxillosus","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",50.8,0,0,0,30,30,40,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1639","Saltator maximus","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",47.62,0,0,20,40,20,20,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1640","Saltator similis","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",43.3,0,0,0,70,30,0,0,0,"Invertebrate",60,0,0,0,0,0,30,10,0,0
"1641","Sarcops calvus","Passeriformes","Passeriformes","Sturnidae","Starlings",142,0,0,0,0,60,40,0,0,"Omnivore",50,0,0,0,0,0,40,10,0,0
"1642","Sarkidiornis melanotos","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",2610,0,50,50,0,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,30,40
"1643","Sarothrura pulchra","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",45.2,0,20,80,0,0,0,0,0,"Invertebrate",70,0,10,0,0,0,0,0,10,10
"1644","Sarothrura rufa","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",37.68,0,20,80,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1645","Sasia abnormis","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",9.2,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1646","Saxicola rubetra","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",16.6,0,0,80,20,0,0,0,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"1647","Saxicola torquatus","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",14.09,0,0,100,0,0,0,0,0,"Invertebrate",70,0,0,0,10,0,10,0,10,0
"1648","Sayornis nigricans","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",18.63,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1649","Sayornis phoebe","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",19.7,0,0,0,50,50,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1650","Scenopoeetes dentirostris","Passeriformes","Passeriformes","Ptilonorhynchidae","Bowerbirds",163.4,0,0,0,0,40,60,0,0,"FruiNect",20,0,0,0,0,0,60,0,0,20
"1651","Schiffornis turdina","Passeriformes","Passeriformes","Cotingidae","Cotingas",31.7,0,0,0,100,0,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1652","Schiffornis virescens","Passeriformes","Passeriformes","Cotingidae","Cotingas",25.6,0,0,0,100,0,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1653","Schistes geoffroyi","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",3.6,0,0,0,30,60,10,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1654","Schistochlamys melanopis","Passeriformes","Passeriformes","Thraupidae","Tanagers",33,0,0,0,20,70,10,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1655","Schistochlamys ruficapillus","Passeriformes","Passeriformes","Thraupidae","Tanagers",31.2,0,0,0,70,30,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1656","Schistocichla humaythae","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",25.69,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1657","Schistocichla leucostigma","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",25.69,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1658","Schistocichla schistacea","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",26.4,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1659","Schoeniophylax phryganophilus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",18.6,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1660","Sclateria naevia","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",24.6,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1661","Sclerurus albigularis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",34.8,0,0,100,0,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1662","Sclerurus caudacutus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",36.23,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1663","Sclerurus guatemalensis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",34.7,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1664","Sclerurus mexicanus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",25.1,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1665","Sclerurus rufigularis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",21.6,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1666","Sclerurus scansor","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",36.9,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1667","Scopus umbretta","Nonpasseriformes","Pelecaniformes","Scopidae","Hammerkop",472,0,100,0,0,0,0,0,0,"VertFishScav",30,0,40,30,0,0,0,0,0,0
"1668","Scytalopus atratus","Passeriformes","Passeriformes","Rhinocryptidae","Tapaculos",25.74,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1669","Scytalopus femoralis","Passeriformes","Passeriformes","Rhinocryptidae","Tapaculos",23.2,0,0,50,30,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1670","Seiurus aurocapilla","Passeriformes","Passeriformes","Parulidae","New World warblers",18.8,0,0,80,20,0,0,0,0,"Invertebrate",70,0,10,0,0,0,10,0,10,0
"1671","Seiurus motacilla","Passeriformes","Passeriformes","Parulidae","New World warblers",19.9,0,0,50,50,0,0,0,0,"Invertebrate",80,0,10,10,0,0,0,0,0,0
"1672","Seiurus noveboracensis","Passeriformes","Passeriformes","Parulidae","New World warblers",16.3,0,0,80,20,0,0,0,0,"Invertebrate",90,0,0,10,0,0,0,0,0,0
"1673","Selenidera gouldii","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",180.9,0,0,0,33,33,33,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"1674","Selenidera maculirostris","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",164,0,0,0,20,40,40,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1675","Selenidera piperivora","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",147,0,0,0,0,20,80,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"1676","Selenidera reinwardtii","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",161.77,0,0,0,33,33,33,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"1677","Sericornis citreogularis","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",17.6,0,0,80,20,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,10,10
"1678","Sericornis frontalis","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",13.23,0,0,50,50,0,0,0,0,"Invertebrate",60,0,0,0,0,0,20,0,20,0
"1679","Sericornis keri","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",11.38,0,0,70,20,10,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1680","Sericornis magnirostra","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",9.8,0,0,0,10,90,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1681","Sericornis nouhuysi","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",17.1,0,0,0,70,30,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1682","Sericornis papuensis","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",11.2,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1683","Sericossypha albocristata","Passeriformes","Passeriformes","Thraupidae","Tanagers",114,0,0,0,20,30,50,0,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"1684","Serinus burtoni","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",30.5,0,0,33,33,33,0,0,0,"PlantSeed",0,0,0,0,0,0,30,0,70,0
"1685","Serinus canicollis","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",15.2,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,0,0,0,70,20
"1686","Serinus citrinelloides","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",12.99,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,60,20
"1687","Serinus frontalis","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",12.3,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,60,20
"1688","Serinus mozambicus","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",11.87,0,0,50,0,50,0,0,0,"PlantSeed",10,0,0,0,0,0,0,0,50,40
"1689","Serinus pusillus","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",11.54,0,0,100,0,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1690","Serinus serinus","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",11.2,0,0,60,40,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1691","Serinus striolatus","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",22.4,0,0,50,50,0,0,0,0,"Omnivore",30,0,0,0,0,0,30,0,40,0
"1692","Serinus sulphuratus","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",27.9,0,0,33,33,33,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,60,20
"1693","Serpophaga munda","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",5.4,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1694","Serpophaga subcristata","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6.6,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1695","Setophaga ruticilla","Passeriformes","Passeriformes","Parulidae","New World warblers",8.24,0,0,0,0,80,20,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1696","Sheppardia aequatorialis","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",16.8,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1697","Sheppardia sharpei","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",14.7,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1698","Sialia sialis","Passeriformes","Passeriformes","Turdidae","Thrushes",27.5,0,0,100,0,0,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1699","Sicalis citrina","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",11.6,0,0,10,60,30,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1700","Sicalis flaveola","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",16.89,0,0,40,60,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1701","Sicalis luteola","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",15.9,0,0,30,70,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1702","Sicalis uropygialis","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",22.5,0,0,10,50,40,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1703","Simoxenops ucayalae","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",49.8,0,0,0,70,30,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1704","Sirystes sibilator","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",32.3,0,0,0,0,0,100,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1705","Sitta carolinensis","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",21,0,0,0,33,33,33,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"1706","Sitta europaea","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",20.37,0,0,33,33,33,0,0,0,"Invertebrate",70,0,0,0,0,0,0,10,10,10
"1707","Sitta frontalis","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",16.5,0,0,0,20,50,30,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1708","Sitta krueperi","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",12.4,0,0,10,20,30,40,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"1709","Sitta neumayer","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",26.5,0,0,80,10,10,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"1710","Sittasomus griseicapillus","Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",13.12,0,0,0,0,50,50,0,0,"Invertebrate",90,0,0,0,0,0,0,0,0,10
"1711","Smithornis capensis","Passeriformes","Passeriformes","Eurylaimidae","Broadbills",23.2,0,0,20,40,40,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1712","Smithornis rufolateralis","Passeriformes","Passeriformes","Eurylaimidae","Broadbills",19.04,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1713","Spermophaga haematina","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",23,0,0,50,50,0,0,0,0,"Omnivore",20,0,0,0,0,0,30,0,30,20
"1714","Spermophaga poliogenys","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",19.8,0,0,100,0,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,70,0
"1715","Spermophaga ruficapilla","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",23.6,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1716","Sphyrapicus varius","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",50.3,0,0,0,30,40,30,0,0,"Omnivore",50,0,0,0,0,0,10,30,10,0
"1717","Spizella arborea","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",17.83,0,0,60,20,20,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"1718","Spizella pallida","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",11.2,0,0,80,10,10,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,60,20
"1719","Spizella passerina","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",12.2,0,0,80,10,10,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"1720","Spizella pusilla","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",12.5,0,0,100,0,0,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"1721","Sporophila albogularis","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",9.7,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1722","Sporophila americana","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",12,0,0,80,20,0,0,0,0,"PlantSeed",0,0,0,0,0,0,20,0,60,20
"1723","Sporophila caerulescens","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",9.73,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1724","Sporophila collaris","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",13.49,0,0,0,100,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1725","Sporophila minuta","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",7.8,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,0,0,0,90,0
"1726","Sporophila nigricollis","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",9.6,0,0,30,70,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1727","Sporophila palustris","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",8.21,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1728","Sporophila plumbea","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",9.7,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1729","Sporophila torqueola","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",8.7,0,0,40,40,20,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1730","Sporopipes frontalis","Passeriformes","Passeriformes","Passeridae","Sparrows, snowfinches and allies",17.3,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"1731","Stachyris nigriceps","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",15.8,0,0,0,100,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,10,10,0
"1732","Stachyris poliocephala","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",23.32,0,0,40,40,20,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1733","Stelgidopteryx ruficollis","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",16.1,0,0,0,40,60,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1734","Stelgidopteryx serripennis","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",15.69,0,0,30,70,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1735","Stephanophorus diadematus","Passeriformes","Passeriformes","Thraupidae","Tanagers",35.4,0,0,0,30,70,0,0,0,"Omnivore",20,0,0,0,0,0,50,0,0,30
"1736","Stephanoxis lalandi","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4,0,0,0,60,20,10,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1737","Sterna nilotica","Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",218.25,0,30,30,30,10,0,0,1,"Omnivore",50,10,20,20,0,0,0,0,0,0
"1738","Stigmatura budytoides","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.08,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1739","Stigmatura napensis","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.77,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1740","Stizorhina fraseri","Passeriformes","Passeriformes","Turdidae","Thrushes",35.7,0,0,0,0,33,33,33,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1741","Streptopelia capicola","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",142,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,10,10,40,20
"1742","Streptopelia decaocto","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",148.96,0,0,80,10,10,0,0,0,"PlantSeed",10,0,0,0,0,0,30,0,40,20
"1743","Streptopelia decipiens","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",134,0,0,80,20,0,0,0,0,"PlantSeed",20,0,0,0,0,0,20,0,60,0
"1744","Streptopelia lugens","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",155,0,0,100,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,30,0,30,30
"1745","Streptopelia semitorquata","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",176,0,0,80,10,10,0,0,0,"PlantSeed",10,0,0,0,0,0,20,0,40,30
"1746","Streptopelia turtur","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",132,0,0,100,0,0,0,0,0,"Omnivore",10,0,0,0,0,0,40,0,50,0
"1747","Streptoprocne rutila","Nonpasseriformes","Apodiformes","Apodidae","Swifts",20.2,0,0,0,0,0,0,100,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1748","Strix aluco","Nonpasseriformes","Strigiformes","Strigidae","Owls",472.46,0,10,70,10,10,0,0,0,"VertFishScav",10,80,10,0,0,0,0,0,0,0
"1749","Strix huhula","Nonpasseriformes","Strigiformes","Strigidae","Owls",370,0,0,10,10,10,70,0,0,"Invertebrate",80,0,0,0,20,0,0,0,0,0
"1750","Strix virgata","Nonpasseriformes","Strigiformes","Strigidae","Owls",283.97,0,0,80,20,0,0,0,0,"VertFishScav",40,30,30,0,0,0,0,0,0,0
"1751","Struthidea cinerea","Passeriformes","Passeriformes","Corcoracidae","Australian mudnesters",132,0,0,90,10,0,0,0,0,"Omnivore",50,10,0,0,0,0,0,0,40,0
"1752","Sturnus unicolor","Passeriformes","Passeriformes","Sturnidae","Starlings",83.66,0,0,50,50,0,0,0,0,"Omnivore",20,20,20,0,0,0,10,0,20,10
"1753","Sturnus vulgaris","Passeriformes","Passeriformes","Sturnidae","Starlings",77.14,0,0,80,20,0,0,0,0,"Omnivore",20,0,10,0,0,10,30,10,20,0
"1754","Sublegatus modestus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",14,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1755","Suiriri islerorum","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",22.8,0,0,0,10,90,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1756","Suiriri suiriri","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",14.53,0,0,0,50,50,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1757","Swynnertonia swynnertoni","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",16.04,0,0,100,0,0,0,0,0,"Invertebrate",70,0,20,0,0,0,10,0,0,0
"1758","Sylvia atricapilla","Passeriformes","Passeriformes","Sylviidae","Old World warblers",16.7,0,0,0,0,100,0,0,0,"Omnivore",50,0,0,0,0,0,30,10,10,0
"1759","Sylvia borin","Passeriformes","Passeriformes","Sylviidae","Old World warblers",18.2,0,0,0,60,20,20,0,0,"Omnivore",50,0,0,0,0,0,40,10,0,0
"1760","Sylvia cantillans","Passeriformes","Passeriformes","Sylviidae","Old World warblers",9.6,0,0,10,20,60,10,0,0,"Invertebrate",60,0,0,0,0,0,20,10,10,0
"1761","Sylvia communis","Passeriformes","Passeriformes","Sylviidae","Old World warblers",15.1,0,0,0,100,0,0,0,0,"Invertebrate",60,0,0,0,0,0,30,0,10,0
"1762","Sylvia curruca","Passeriformes","Passeriformes","Sylviidae","Old World warblers",11.44,0,0,0,33,33,33,0,0,"Invertebrate",60,0,0,0,0,0,20,10,10,0
"1763","Sylvia deserticola","Passeriformes","Passeriformes","Sylviidae","Old World warblers",8.58,0,0,40,60,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1764","Sylvia hortensis","Passeriformes","Passeriformes","Sylviidae","Old World warblers",21.9,0,0,0,33,33,33,0,0,"Invertebrate",70,0,0,0,0,0,20,10,0,0
"1765","Sylvia melanocephala","Passeriformes","Passeriformes","Sylviidae","Old World warblers",11.7,0,0,20,60,20,0,0,0,"Omnivore",50,0,0,0,0,0,40,10,0,0
"1766","Sylvia nisoria","Passeriformes","Passeriformes","Sylviidae","Old World warblers",22.5,0,0,0,80,0,20,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1767","Sylvia undata","Passeriformes","Passeriformes","Sylviidae","Old World warblers",10.8,0,0,0,100,0,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1768","Sylvietta brachyura","Passeriformes","Passeriformes","Sylviidae","Old World warblers",8.1,0,0,0,0,0,100,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1769","Sylvietta leucophrys","Passeriformes","Passeriformes","Sylviidae","Old World warblers",11.34,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1770","Sylvietta virens","Passeriformes","Passeriformes","Sylviidae","Old World warblers",8.4,0,0,40,40,20,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1771","Sylvietta whytii","Passeriformes","Passeriformes","Sylviidae","Old World warblers",9.9,0,0,0,0,60,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1772","Syma torotoro","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",37.7,0,0,70,0,20,0,10,0,"Invertebrate",70,0,30,0,0,0,0,0,0,0
"1773","Synallaxis albescens","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",11.2,0,0,30,70,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1774","Synallaxis albilora","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",14.86,0,0,40,50,10,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1775","Synallaxis azarae","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",16.9,0,0,0,80,20,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1776","Synallaxis frontalis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",14,0,0,20,80,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1777","Synallaxis gujanensis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",18.1,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1778","Synallaxis hypospodia","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",16.9,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1779","Synallaxis ruficapilla","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",13.8,0,0,20,60,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
